mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_weights,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.014291842778523764,0.00035100701569504696,25.532893896102905,1.4853534212246067,distance,17,"{'weights': 'distance', 'n_neighbors': 17}",0.8399967262757294,0.8372140606457421,0.8362319433645701,0.8378142434286806,0.001594482595648951,3,0.9999181568932357,0.9999590784466178,0.9999181568932357,0.9999317974110298,1.929060526210851e-05
0.014203866322835287,0.0002480192998527436,25.82296617825826,1.4603741114500939,uniform,10,"{'weights': 'uniform', 'n_neighbors': 10}",0.8363137864713345,0.8338994148217866,0.8326308466669394,0.8342813493200202,0.0015276161977418794,16,0.8533371526783157,0.8542169660760323,0.8554650734541883,0.8543397307361787,0.0008730464204662036
0.014422019322713217,0.00046863241724660236,25.660882472991943,1.4817843277265106,distance,86,"{'weights': 'distance', 'n_neighbors': 86}",0.8311985922985636,0.8302164750173917,0.8311576707451814,0.8308575793537122,0.00045363694802456417,21,0.9999181568932357,0.9999590784466178,0.9999181568932357,0.9999317974110298,1.929060526210851e-05
0.015841881434122723,0.0007772719278311176,25.311233202616375,1.4485225567847302,distance,36,"{'weights': 'distance', 'n_neighbors': 36}",0.8395875107419077,0.836436551131481,0.8354135122969268,0.8371458580567719,0.001776307591677174,5,0.9999181568932357,0.9999590784466178,0.9999181568932357,0.9999317974110298,1.929060526210851e-05
0.014458338419596354,0.000711964727204278,25.40384602546692,1.4352853415320233,distance,50,"{'weights': 'distance', 'n_neighbors': 50}",0.8379915701600033,0.8343495519089905,0.8329582190939968,0.8350997803876635,0.002122229616241067,11,0.9999181568932357,0.9999590784466178,0.9999181568932357,0.9999317974110298,1.929060526210851e-05
0.013975063959757486,0.0005460320691263683,25.560354630152386,1.553183870750881,distance,74,"{'weights': 'distance', 'n_neighbors': 74}",0.8329172975406146,0.8318533371526783,0.8319761018128248,0.8322489121687059,0.00047526977916504705,20,0.9999181568932357,0.9999590784466178,0.9999181568932357,0.9999317974110298,1.929060526210851e-05
0.016254425048828125,0.0026446376096112964,26.111810127894085,1.3758860902956613,uniform,88,"{'weights': 'uniform', 'n_neighbors': 88}",0.8260015550190285,0.825878790358882,0.8273110447272578,0.8263971300350561,0.0006481758192094783,29,0.8288660637557802,0.8299914064737898,0.8301755534640095,0.8296776745645266,0.0005787985298052649
0.015290021896362305,0.001226272951768155,25.257261832555134,1.3492888055158456,distance,8,"{'weights': 'distance', 'n_neighbors': 8}",0.8339403363751688,0.8331628268609076,0.8302573965707738,0.8324535199356168,0.0015850023420379167,19,0.9999181568932357,0.9999590784466178,0.9999181568932357,0.9999317974110298,1.929060526210851e-05
0.01463174819946289,0.000306635830980561,25.39894723892212,1.4346932467853266,distance,25,"{'weights': 'distance', 'n_neighbors': 25}",0.840856078896755,0.8377869623930925,0.8373368253058886,0.8386599555319121,0.0015637293509483295,1,0.9999181568932357,0.9999590784466178,0.9999181568932357,0.9999317974110298,1.929060526210851e-05
0.013900041580200195,7.587331811453531e-05,26.182624578475952,1.1724278945564404,uniform,91,"{'weights': 'uniform', 'n_neighbors': 91}",0.8259197119122642,0.8267790645332896,0.82735196628064,0.8266835809087313,0.0005886005922819472,27,0.8286614559888693,0.8300732495805541,0.8305847689978312,0.8297731581890848,0.0008133569798622394
0.014289776484171549,0.00023575360950744856,26.34364692370097,1.428526401693112,uniform,37,"{'weights': 'uniform', 'n_neighbors': 37}",0.8376232761795638,0.8340221794819331,0.833490199287965,0.8350452183164873,0.0018358535690919486,12,0.8401808732659491,0.8410811474403569,0.8422678724884397,0.8411766310649152,0.0008546848466298952
0.014172077178955078,0.0004363326201803708,25.462760766347248,1.4259243559338755,distance,52,"{'weights': 'distance', 'n_neighbors': 52}",0.8375005115194173,0.8342677088022261,0.8332855915210542,0.8350179372808991,0.001800651683106127,13,0.9999181568932357,0.9999590784466178,0.9999181568932357,0.9999317974110298,1.929060526210851e-05
0.014109293619791666,9.272252179341515e-05,25.926721731821697,1.32908476269627,uniform,53,"{'weights': 'uniform', 'n_neighbors': 53}",0.8343086303556083,0.8314850431722388,0.831771494045914,0.832521722524587,0.0012689347824536886,18,0.8355567377337644,0.8368866882186847,0.8384826288005893,0.8369753515843462,0.0011961341976103172
0.015237013498942057,0.0012917179969087105,26.351470073064167,0.931468775118017,uniform,26,"{'weights': 'uniform', 'n_neighbors': 26}",0.8384826288005893,0.8352498260833982,0.8341449441420796,0.835959133008689,0.0018405097636011618,9,0.8418381961779269,0.8445594794778409,0.8445799402545321,0.8436592053034332,0.00128767499450986
